Fecha,Hora,Temperatura,Humedad_relativa,Humedad_Suelo,ADT,Ks,ETr,Etiqueta
2/07/2021,07:30:00,20,74,4.96,112.00200000000001,1.2537163069759112,3.8614462254858073,No
2/07/2021,08:00:00,20,74,4.0,92.80199999999999,1.4560374042927076,4.48459520522154,No
2/07/2021,08:30:00,20,74,6.48,142.402,1.0965021252130347,3.3772265456561468,No
2/07/2021,09:00:00,20,74,3.77,88.202,1.5312138326929308,4.716138604694227,No
2/07/2021,09:30:00,20,74,3.64,85.602,1.5812398404019505,4.870218708438008,No
2/07/2021,10:00:00,20,74,3.12,75.202,1.86747566386332,5.751825044699027,No
2/07/2021,10:30:00,20,74,5.94,131.602,1.139713863421168,3.5103186993371978,No
2/07/2021,11:00:00,20,74,4.9,110.80199999999999,1.2629023433938178,3.889739217652959,No
2/07/2021,11:30:00,20,74,3.91,91.00200000000001,1.483663753749837,4.569684361549498,No
2/07/2021,12:00:00,20,74,3.84,89.602,1.506692524998879,4.640612976996548,No
2/07/2021,12:30:00,20,75,3.6,84.975,1.5942776735459663,4.910375234521577,No
2/07/2021,13:00:00,20,75,3.84,89.77499999999999,1.5037688442211055,4.631608040201005,No
2/07/2021,13:30:00,20,75,4.76,108.175,1.2842303126236643,3.9554293628808863,No
2/07/2021,14:00:00,20,75,4.2,96.975,1.3993506493506493,4.3100000000000005,No
2/07/2021,14:30:00,20,75,3.6,84.975,1.5942776735459663,4.910375234521577,No
2/07/2021,15:00:00,20,75,4.2,96.975,1.3993506493506493,4.3100000000000005,No
2/07/2021,15:30:00,20,75,3.9,90.975,1.484094616639478,4.571011419249593,No
2/07/2021,16:00:00,20,75,5.44,121.77499999999999,1.1895962227287529,3.663956366004559,No
2/07/2021,16:30:00,20,75,4.76,108.175,1.2842303126236643,3.9554293628808863,No
2/07/2021,17:00:00,20,75,4.48,102.57499999999999,1.3361919235779418,4.115471124620061,No
2/07/2021,17:30:00,20,75,4.68,106.57499999999999,1.2981120584652863,3.9981851400730823,No
2/07/2021,18:00:00,20,75,3.12,75.375,1.861111111111111,5.732222222222222,No
2/07/2021,18:30:00,21,76,4.32,100.4448,1.3587135312959915,4.184837676391654,No
2/07/2021,19:00:00,21,76,3.0,74.0448,1.9119980168567179,5.888953891918692,No
2/07/2021,19:30:00,21,76,3.36,81.2448,1.6811680572109655,5.177997616209774,No
2/07/2021,20:00:00,21,76,3.12,76.4448,1.823309418409403,5.615793008700962,No
2/07/2021,20:30:00,21,76,3.52,84.4448,1.6056260901310184,4.945328357603538,No
2/07/2021,21:00:00,21,76,3.75,89.0448,1.5162652571926767,4.670096992153444,No
2/07/2021,21:30:00,21,76,3.84,90.84479999999999,1.486179457648414,4.577432729557116,No
2/07/2021,22:00:00,21,76,3.91,92.2448,1.4643643321593065,4.5102421430506645,No
2/07/2021,22:30:00,21,76,4.32,100.4448,1.3587135312959915,4.184837676391654,No
2/07/2021,23:00:00,21,76,4.0,94.0448,1.4381463478289238,4.429490751313086,No
2/07/2021,23:30:00,21,76,3.5,84.0448,1.61439167315494,4.972326353317216,No
3/07/2021,00:00:00,21,76,2.52,64.4448,2.485682547519131,7.655902246358924,No
3/07/2021,00:30:00,21,76,2.88,71.6448,2.0166636642046476,6.211324085750315,No
3/07/2021,01:00:00,21,76,3.52,84.4448,1.6056260901310184,4.945328357603538,No
3/07/2021,01:30:00,21,76,3.74,88.84479999999999,1.5197606101521732,4.680862679268693,No
3/07/2021,02:00:00,21,76,3.52,84.4448,1.6056260901310184,4.945328357603538,No
3/07/2021,02:30:00,21,76,3.22,78.4448,1.7591254843802322,5.418106491891115,No
3/07/2021,03:00:00,21,76,3.96,93.2448,1.4495572579842801,4.464636354591583,No
3/07/2021,03:30:00,21,76,4.5,104.0448,1.321599869929274,4.070527599382164,No
3/07/2021,04:00:00,21,76,2.99,73.84479999999999,1.9200549145773242,5.913769136898159,No
3/07/2021,04:30:00,21,76,4.0,94.0448,1.4381463478289238,4.429490751313086,No
3/07/2021,05:00:00,21,76,3.9,92.0448,1.4674012855831038,4.51959595959596,No
3/07/2021,05:30:00,21,76,2.88,71.6448,2.0166636642046476,6.211324085750315,No
3/07/2021,06:00:00,21,76,3.75,89.0448,1.5162652571926767,4.670096992153444,No
3/07/2021,06:30:00,21,76,4.05,95.0448,1.4243957414156914,4.38713888356033,No
3/07/2021,07:00:00,21,76,4.59,105.84479999999999,1.3046899652887345,4.018445093089302,No
3/07/2021,07:30:00,21,76,3.51,84.2448,1.6099865459882583,4.958758561643837,No
3/07/2021,08:00:00,21,76,3.9,92.0448,1.4674012855831038,4.51959595959596,No
3/07/2021,08:30:00,21,76,4.16,97.2448,1.3959973049949468,4.299671699384437,No
3/07/2021,09:00:00,21,76,3.78,89.64479999999999,1.5059671003117947,4.638378668960328,No
3/07/2021,09:30:00,21,76,4.05,95.0448,1.4243957414156914,4.38713888356033,No
3/07/2021,10:00:00,21,76,4.93,112.64479999999999,1.248929703391835,3.8467034864468523,No
3/07/2021,10:30:00,21,76,4.59,105.84479999999999,1.3046899652887345,4.018445093089302,No
3/07/2021,11:00:00,21,76,4.25,99.0448,1.3744819113032152,4.2334042868139035,No
3/07/2021,11:30:00,21,76,4.59,105.84479999999999,1.3046899652887345,4.018445093089302,No
3/07/2021,12:00:00,21,76,4.68,107.64479999999999,1.2887518197839247,3.9693556049344885,No
